year,month,day,CO,NO2,O3,PM10,PM25,SO2,airpressure,dewpoint_temp,humi,sealevelpressure,temp,date,delay_snow,delay_wind,delay_rain,delay_visibility,delay_cloud,delay_typhoon,delay_fairway,delay_other,cancel_snow,cancel_wind,cancel_rain,cancel_visibility,cancel_cloud,cancel_typhoon,cancel_fairway,cancel_other,delay_sum,cancel_sum,tot
2018,5,26,0.39754440961337517,0.017631661442006268,0.05611598746081505,97.62962962962963,19.0160848733744,0.004926332288401252,1008.5041666666665,10.120833333333334,58.125,1009.3041666666669,18.94583333333333,2018-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,27,0.39503657262277936,0.017255485893416928,0.055213166144200625,96.23010244286841,19.032511978097194,0.0048510971786833845,1010.1166666666667,6.833333333333335,49.833333333333336,1010.9166666666669,17.837500000000002,2018-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,16,0.20833333333333337,0.0057083333333333335,0.02079166666666667,26.25374310480693,19.853867214236825,0.002916666666666667,1012.0500000000002,20.262500000000003,73.25,1012.8499999999999,25.71666666666667,2018-07-16,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
2018,7,24,0.25,0.009125000000000003,0.03266666666666668,29.458333333333332,19.985284052019164,0.002916666666666667,1006.9791666666666,21.3625,63.5,1007.7583333333336,29.316666666666663,2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2018,7,30,0.28333333333333327,0.005166666666666667,0.038625,20.583333333333332,6.75,0.0020000000000000013,1003.4416666666663,19.32916666666667,52.041666666666664,1004.1958333333332,30.587500000000006,2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,31,0.3041666666666666,0.012250000000000004,0.04845833333333333,26.0,12.125,0.0026250000000000006,1004.0041666666667,19.7,52.458333333333336,1004.7666666666665,30.85833333333333,2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,1,0.3541666666666667,0.006000000000000003,0.04300000000000002,40.708333333333336,19.791666666666668,0.0020000000000000013,1002.8625000000002,21.808333333333334,60.375,1003.6208333333333,30.704166666666666,2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,2,0.4041666666666668,0.011416666666666672,0.05525,42.75,26.625,0.0032083333333333343,1004.7750000000001,21.316666666666666,58.958333333333336,1005.5374999999999,30.708333333333332,2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,3,0.41250000000000026,0.010041666666666671,0.05649999999999999,49.541666666666664,32.375,0.003000000000000001,1006.4875000000001,22.02916666666667,62.833333333333336,1007.2624999999998,30.21666666666667,2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,7,0.2666666666666667,0.00841666666666667,0.03254166666666668,32.791666666666664,17.916666666666668,0.002333333333333334,1006.4791666666666,22.575000000000003,66.66666666666667,1007.25,29.77916666666667,2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
